what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.editors,3.5.0.v20090527-2000,"org.eclipse.ui.editors",1348761457931
started,bundle,org.eclipse.ui.forms,3.4.1.v20090714_35x,"org.eclipse.ui.forms",1348761457932
started,bundle,org.eclipse.ui.ide,3.5.1.M20090826-0800,"org.eclipse.ui.ide",1348761457933
started,bundle,org.eclipse.ui.net,1.2.1.r35x_20090812-1200,"org.eclipse.ui.net",1348761457933
started,bundle,org.eclipse.ui.views,3.4.1.M20090826-0800,"org.eclipse.ui.views",1348761457934
started,bundle,org.eclipse.ui.views.log,1.0.100.v20090731,"org.eclipse.ui.views.log",1348761457934
started,bundle,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"org.eclipse.ui.workbench",1348761457934
started,bundle,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.workbench.texteditor",1348761457935
started,bundle,org.eclipse.update.configurator,3.3.0.v20090312,"org.eclipse.update.configurator",1348761457937
started,bundle,org.eclipse.update.core,3.2.300.v20090525,"org.eclipse.update.core",1348761457937
started,bundle,org.eclipse.update.scheduler,3.2.200.v20081127,"org.eclipse.update.scheduler",1348761457938
started,bundle,org.eclipse.wst.common.frameworks,1.1.300.v200904160730,"org.eclipse.wst.common.frameworks",1348761457938
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.1.v200908111817,"org.eclipse.wst.common.project.facet.core",1348761457938
started,bundle,org.eclipse.wst.web,1.1.301.v200909021400,"org.eclipse.wst.web",1348761457939
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.102.v200903070248,"org.eclipse.wst.ws.service.policy.ui",1348761457939
os,sysinfo,,,"macosx",1348761457942
arch,sysinfo,,,"x86",1348761457942
ws,sysinfo,,,"cocoa",1348761457942
locale,sysinfo,,,"en_US",1348761457942
processors,sysinfo,,,"2",1348761457942
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1348761457942
java.runtime.version,sysinfo,,,"1.6.0_22-b04-307-10M3811",1348761457942
java.specification.name,sysinfo,,,"Java Platform API Specification",1348761457942
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1348761457942
java.specification.version,sysinfo,,,"1.6",1348761457942
